created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader,
Fri Mar 31 11:25:44 +0000 2023,@ssefnum Ada banyak nder. 1. Museum date (ada banyak tempat bersejarah di Jogja) 2. Culinary date (kasarnya jajan plus mukbang) 3. Ngafe (kafe estetik di Jogja banyak) 4. Nature date (hutan pinus goa pantai) 5. Nyore di altar or alkid,,in,anypronouns | 21+ | NSFW ,ilichiIbae,@ssefnum ada banyak nder. 1. museum date (ada banyak tempat bersejarah di jogja) 2. culinary date (kasarnya jajan plus mukbang) 3. ngafe (kafe estetik di jogja banyak) 4. nature date (hutan pinus goa pantai) 5. nyore di altar or alkid,ada banyak nder  museum date ada banyak tempat bersejarah di jogja  culinary date kasarnya jajan plus mukbang  ngafe kafe estetik di jogja banyak  nature date hutan pinus goa pantai  nyore di altar or alkid,alkid,-7.811877,110.363204,visit jogja,ada banyak nder  museum date ada banyak tempat bersejarah di jogja  culinary date kasarnya jajan plus mukbang  ngafe kafe estetik di jogja banyak  nature date hutan pinus goa pantai  nyore di altar or alkid,banyak nder  museum date banyak tempat bersejarah jogja  culinary date kasarnya jajan plus mukbang  ngafe kafe estetik jogja banyak  nature date hutan pinus goa pantai  nyore altar or alkid,"['banyak', 'nder', 'museum', 'date', 'banyak', 'tempat', 'bersejarah', 'jogja', 'culinary', 'date', 'kasarnya', 'jajan', 'plus', 'mukbang', 'ngafe', 'kafe', 'estetik', 'jogja', 'banyak', 'nature', 'date', 'hutan', 'pinus', 'goa', 'pantai', 'nyore', 'altar', 'or', 'alkid']",banyak nder museum date banyak tempat sejarah jogja culinary date kasar jajan plus mukbang ngafe kafe estetik jogja banyak nature date hutan pinus goa pantai nyore altar or alkid,Many museum museum many places jognyary rough rough rough consum of spices spear to see cafee ènogja jogja kea the role of pineappus for beach goss,0,Neutral,
Thu Nov 16 12:21:41 +0000 2023,@jogmfs Ada borobudur prambanan tebing breksi lava tour merapi kaliurang heha ocean obelix sea view pantai gunungkidul pantai parangtritis gumuk pasir tamansari kraton jogja 0 km jogja malioboro prawirotaman dan masih banyak lagi kalau butuh sewa mobil + driver bisa dm ya,,in,"Yogyakarta, Indonesia",rentalmobilykc,@jogmfs ada borobudur prambanan tebing breksi lava tour merapi kaliurang heha ocean obelix sea view pantai gunungkidul pantai parangtritis gumuk pasir tamansari kraton jogja 0 km jogja malioboro prawirotaman dan masih banyak lagi kalau butuh sewa mobil + driver bisa dm ya,ada borobudur prambanan tebing breksi lava tour merapi kaliurang heha ocean obelix sea view pantai gunungkidul pantai parangtritis gumuk pasir tamansari kraton jogja  km jogja malioboro prawirotaman dan masih banyak lagi kalau butuh sewa mobil  driver bisa dm ya,tebing breksi,-7.780311,110.505342,dinpar diy 2023,ada borobudur prambanan tebing breksi lava tour merapi kaliurang heha ocean obelix sea view pantai gunungkidul pantai parangtritis gumuk pasir tamansari kraton jogja  km jogja malioboro prawirotaman dan masih banyak lagi kalau butuh sewa mobil  driver bisa dm ya,borobudur prambanan tebing breksi lava tour merapi kaliurang heha ocean obelix sea view pantai gunungkidul pantai parangtritis gumuk pasir tamansari kraton jogja  km jogja malioboro prawirotaman masih banyak kalau butuh sewa mobil  driver dm,"['borobudur', 'prambanan', 'tebing', 'breksi', 'lava', 'tour', 'merapi', 'kaliurang', 'heha', 'ocean', 'obelix', 'sea', 'view', 'pantai', 'gunungkidul', 'pantai', 'parangtritis', 'gumuk', 'pasir', 'tamansari', 'kraton', 'jogja', 'km', 'jogja', 'malioboro', 'prawirotaman', 'masih', 'banyak', 'kalau', 'butuh', 'sewa', 'mobil', 'driver', 'dm']",borobudur prambanan tebing breksi lava tour merapi kaliurang heha ocean obelix sea view pantai gunungkidul pantai parangtritis gumuk pasir tamansari kraton jogja km jogja malioboro prawirotaman masih banyak kalau butuh sewa mobil driver dm,Borobudur Prambanan Tebing Breksi Lava Tour Merapi Kaliurang Heha Ocean Obelix Sea View Gunungkidul Beach Parangtritis Pasir Pasir Tamansari Kraton Jogja Km Jogja Malioboro Prawirotaman is still a lot if you need a DM driver car rental,0,Neutral,
Sun Nov 05 12:10:05 +0000 2023,Ada Indikasi Kenaikan Aktivitas Magmatik di Gunung Merapi https://t.co/p62Hsw1yet #beritajogja #jogja #jogjaistimewa https://t.co/GKZiepHHgx,https://pbs.twimg.com/media/F-K1t4NbIAAZyY4.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,ada indikasi kenaikan aktivitas magmatik di gunung merapi https://t.co/p62hsw1yet #beritajogja #jogja #jogjaistimewa https://t.co/gkziephhgx,ada indikasi kenaikan aktivitas magmatik di gunung merapi,gunung merapi,-7.540716,110.445723,visit jogja,ada indikasi kenaikan aktivitas magmatik di gunung merapi,indikasi kenaikan aktivitas magmatik gunung merapi,"['indikasi', 'kenaikan', 'aktivitas', 'magmatik', 'gunung', 'merapi']",indikasi naik aktivitas magmatik gunung merapi,Indications for rising magmatic activity of Mount Merapi,0,Neutral,
Wed Feb 22 11:32:41 +0000 2023,Ada kosong 2 kursi trip Jogja sabtu-minggu besok. Wisata religi ya juga ke pantai sama Malioboro juga. 300k/orang (emg segini aku ora ambil untung). Yang minat wa aku aja. Tak kasi tau rundown disana. Tentunya aku ikyut hehe.,,in,Suroboyoo,Echisious,ada kosong 2 kursi trip jogja sabtu-minggu besok. wisata religi ya juga ke pantai sama malioboro juga. 300k/orang (emg segini aku ora ambil untung). yang minat wa aku aja. tak kasi tau rundown disana. tentunya aku ikyut hehe.,ada kosong  kursi trip jogja sabtuminggu besok wisata religi ya juga ke pantai sama malioboro juga korang emg segini aku ora ambil untung yang minat wa aku aja tak kasi tau rundown disana tentunya aku ikyut hehe,malioboro,-7.792646,110.365871,dinpar diy 2023,ada kosong  kursi trip jogja sabtuminggu besok wisata religi ya juga ke pantai sama malioboro juga korang emg segini aku ora ambil untung yang minat wa aku aja tak kasi tau rundown disana tentunya aku ikyut hehe,kosong  kursi trip jogja sabtuminggu besok wisata religi pantai sama malioboro juga korang emg segini aku ora ambil untung minat wa aku aja tak kasi tau rundown disana tentunya aku ikyut hehe,"['kosong', 'kursi', 'trip', 'jogja', 'sabtuminggu', 'besok', 'wisata', 'religi', 'pantai', 'sama', 'malioboro', 'juga', 'korang', 'emg', 'segini', 'aku', 'ora', 'ambil', 'untung', 'minat', 'wa', 'aku', 'aja', 'tak', 'kasi', 'tau', 'rundown', 'disana', 'tentunya', 'aku', 'ikyut', 'hehe']",kosong kursi trip jogja sabtuminggu besok wisata religi pantai sama malioboro juga korang emg gin aku ora ambil untung minat wa aku aja tak kasi tau rundown sana tentu aku ikyut hehe,"Empty Jogja Trip chairs on Sunday tomorrow Religious Beach and Malioboro Tourism Tomorrow, but I don't know, I will take advantage of the interest, I don't just know that Rundown is of course I ikyut hehe",0.7269,Positive,
Thu May 04 05:59:48 +0000 2023,Ada Malioboro. Inilah 10 Destinasi Wisata Paling Banyak Dikunjungi Wisatawan Nusantara Libur Lebaran 2023 https://t.co/U9rwgwxvFR via @yogyakartacity,,in,YOGYAKARTA / JOGJA,YogyakartaCity,ada malioboro. inilah 10 destinasi wisata paling banyak dikunjungi wisatawan nusantara libur lebaran 2023 https://t.co/u9rwgwxvfr via @yogyakartacity,ada malioboro inilah  destinasi wisata paling banyak dikunjungi wisatawan nusantara libur lebaran   via,malioboro,-7.792646,110.365871,dinpar diy 2023,ada malioboro inilah  destinasi wisata paling banyak dikunjungi wisatawan nusantara libur lebaran   via,malioboro inilah  destinasi wisata paling banyak dikunjungi wisatawan nusantara libur lebaran   via,"['malioboro', 'inilah', 'destinasi', 'wisata', 'paling', 'banyak', 'dikunjungi', 'wisatawan', 'nusantara', 'libur', 'lebaran', 'via']",malioboro ini destinasi wisata paling banyak kunjung wisatawan nusantara libur lebaran via,Malioboro is the most tourist destination to visit the Eid holiday tourist Via Via,0.4019,Positive,
Thu Nov 23 00:57:21 +0000 2023,@tanyarlfes Ada nder tapi di jogja mbaknya diundang ke acara di gunung merapi gitu. Kejadiannya hampir mirip. Kalo mau nonton di rjl 5 judulnya lupa,,in,,K_a_guya,@tanyarlfes ada nder tapi di jogja mbaknya diundang ke acara di gunung merapi gitu. kejadiannya hampir mirip. kalo mau nonton di rjl 5 judulnya lupa,ada nder tapi di jogja mbaknya diundang ke acara di gunung merapi gitu kejadiannya hampir mirip kalo mau nonton di rjl  judulnya lupa,gunung merapi,-7.540716,110.445723,visit jogja,ada nder tapi di jogja mbaknya diundang ke acara di gunung merapi gitu kejadiannya hampir mirip kalo mau nonton di rjl  judulnya lupa,nder jogja mbaknya diundang acara gunung merapi gitu kejadiannya hampir mirip kalo mau nonton di rjl  judulnya lupa,"['nder', 'jogja', 'mbaknya', 'diundang', 'acara', 'gunung', 'merapi', 'gitu', 'kejadiannya', 'hampir', 'mirip', 'kalo', 'mau', 'nonton', 'di', 'rjl', 'judulnya', 'lupa']",nder jogja mbak undang acara gunung merapi gitu jadi hampir mirip kalo mau nonton di rjl judul lupa,nder jogja mbak law events of the mountain so it is almost similar if you want to watch it in RJL titled,0.0772,Positive,
Thu Feb 02 05:59:24 +0000 2023,Ada rencana buat liburan ke Gunung Kidul ga nih? Pantai ini bisa jadi rekomendasi nihhh~ Pantai Kesirat Dusun Karang Desa Girikarto Kecamatan Panggang Kabupaten Gunung Kidul Jogja sc : Tiktok/idkyas1 Kami rutin setiap hari posting foto-foto https://t.co/a62VXPlzCa https://t.co/zDy4Fbzolq,https://pbs.twimg.com/media/Fn8KE7dXgAAaRb7.jpg,in,"Bandung City, West Java, Indon",yctravella,ada rencana buat liburan ke gunung kidul ga nih? pantai ini bisa jadi rekomendasi nihhh~ pantai kesirat dusun karang desa girikarto kecamatan panggang kabupaten gunung kidul jogja sc : tiktok/idkyas1 kami rutin setiap hari posting foto-foto https://t.co/a62vxplzca https://t.co/zdy4fbzolq,ada rencana buat liburan ke gunung kidul ga nih pantai ini bisa jadi rekomendasi nihhh pantai kesirat dusun karang desa girikarto kecamatan panggang kabupaten gunung kidul jogja sc  tiktokidkyas kami rutin setiap hari posting fotofoto,pantai kesirat,-8.096138,110.435071,dinpar diy 2023,ada rencana buat liburan ke gunung kidul ga nih pantai ini bisa jadi rekomendasi nihhh pantai kesirat dusun karang desa girikarto kecamatan panggang kabupaten gunung kidul jogja sc  tiktokidkyas kami rutin setiap hari posting fotofoto,rencana buat liburan gunung kidul ga nih pantai bisa jadi rekomendasi nihhh pantai kesirat dusun karang desa girikarto kecamatan panggang kabupaten gunung kidul jogja sc  tiktokidkyas rutin hari posting fotofoto,"['rencana', 'buat', 'liburan', 'gunung', 'kidul', 'ga', 'nih', 'pantai', 'bisa', 'jadi', 'rekomendasi', 'nihhh', 'pantai', 'kesirat', 'dusun', 'karang', 'desa', 'girikarto', 'kecamatan', 'panggang', 'kabupaten', 'gunung', 'kidul', 'jogja', 'sc', 'tiktokidkyas', 'rutin', 'hari', 'posting', 'fotofoto']",rencana buat libur gunung kidul ga nih pantai bisa jadi rekomendasi nihhh pantai sirat dusun karang desa girikarto camat panggang kabupaten gunung kidul jogja sc tiktokidkyas rutin hari posting fotofoto,"plans for the Gunung Kidul holiday or not the beach can be a recommendation for the coast of Karang Karang Hamlet, Girikarto Village, Panggang District, Gunung Kidul Regency, Jogja SC Tiktokidkyas",0.4019,Positive,
Fri Dec 08 07:14:05 +0000 2023,Ada Sendratari Sang Ratu di Pantai Parangkusumo Catat Tanggalnya https://t.co/pfwo5c56LW,,in,"Yogyakarta, Indonesia",IDNTimesJogja,ada sendratari sang ratu di pantai parangkusumo catat tanggalnya https://t.co/pfwo5c56lw,ada sendratari sang ratu di pantai parangkusumo catat tanggalnya,pantai parangkusumo,-8.022769,110.324995,visit jogja,ada sendratari sang ratu di pantai parangkusumo catat tanggalnya,sendratari sang ratu pantai parangkusumo catat tanggalnya,"['sendratari', 'sang', 'ratu', 'pantai', 'parangkusumo', 'catat', 'tanggalnya']",sendratari sang ratu pantai parangkusumo catat tanggal,the ballet of the queen of Parangkusumo beach noted the date,0,Neutral,
Fri Aug 04 10:26:28 +0000 2023,Ada Stonehenge di pelosok kampung Sleman Yogyakarta seperti selfie di Inggris tapi bisa lihat puncak Gunung Merapi. #jogja #Yogyakarta https://t.co/Y1rID5zaZD,,in,"Jember, Jawa Timur",Jember_Network,ada stonehenge di pelosok kampung sleman yogyakarta seperti selfie di inggris tapi bisa lihat puncak gunung merapi. #jogja #yogyakarta https://t.co/y1rid5zazd,ada stonehenge di pelosok kampung sleman yogyakarta seperti selfie di inggris tapi bisa lihat puncak gunung merapi,gunung merapi,-7.540716,110.445723,visit jogja,ada stonehenge di pelosok kampung sleman yogyakarta seperti selfie di inggris tapi bisa lihat puncak gunung merapi,stonehenge pelosok kampung sleman yogyakarta selfie inggris bisa lihat puncak gunung merapi,"['stonehenge', 'pelosok', 'kampung', 'sleman', 'yogyakarta', 'selfie', 'inggris', 'bisa', 'lihat', 'puncak', 'gunung', 'merapi']",stonehenge pelosok kampung sleman yogyakarta selfie inggris bisa lihat puncak gunung merapi,Stonehenge remote areas of Kampung Sleman Yogyakarta Selfie English can see the peak of Mount Merapi,0,Neutral,
Sun Jul 23 17:13:08 +0000 2023,Ada tiga tahun spesifik yg tiap libur semesternya pasti bakal ke Jawa. Dari liburan itu we spent most of the time in Jogja nemenin bunda coolyeah s2 di yujiem. Di Jogja sering ke Malioboro (like everyday) taman pintar pasar Beringharjo etc.,,in,,forlornlyy,ada tiga tahun spesifik yg tiap libur semesternya pasti bakal ke jawa. dari liburan itu we spent most of the time in jogja nemenin bunda coolyeah s2 di yujiem. di jogja sering ke malioboro (like everyday) taman pintar pasar beringharjo etc.,ada tiga tahun spesifik yg tiap libur semesternya pasti bakal ke jawa dari liburan itu we spent most of the time in jogja nemenin bunda coolyeah s di yujiem di jogja sering ke malioboro like everyday taman pintar pasar beringharjo etc,malioboro,-7.792646,110.365871,dinpar diy 2023,ada tiga tahun spesifik yang tiap libur semesternya pasti bakal ke jawa dari liburan itu we spent most of the time in jogja nemenin bunda coolyeah s di yujiem di jogja sering ke malioboro like everyday taman pintar pasar beringharjo etc,tiga tahun spesifik yg tiap libur semesternya bakal jawa liburan we spent most of the time in jogja nemenin bunda coolyeah s yujiem jogja sering malioboro like everyday taman pintar pasar beringharjo etc,"['tiga', 'tahun', 'spesifik', 'yg', 'tiap', 'libur', 'semesternya', 'bakal', 'jawa', 'liburan', 'we', 'spent', 'most', 'of', 'the', 'time', 'in', 'jogja', 'nemenin', 'bunda', 'coolyeah', 's', 'yujiem', 'jogja', 'sering', 'malioboro', 'like', 'everyday', 'taman', 'pintar', 'pasar', 'beringharjo', 'etc']",tiga tahun spesifik yg tiap libur semester bakal jawa libur we spent most of the time in jogja nemenin bunda coolyeah s yujiem jogja sering malioboro like everyday taman pintar pasar beringharjo etc,"Three Years Specifically, each of the holidays of the Semester of Java, the holiday we spent most of the time in Jogja, accompanying the mother of coolyeah s yujiem jogja often Malioboro like everyday park Pintar Pasar Beringharjo etc.",0.7783,Positive,
Fri Dec 29 15:25:03 +0000 2023,Ada warung makan icikkiiwirr jogja baru daerah dekat gunung merapi https://t.co/ZIGfJ7LoWl,https://pbs.twimg.com/media/GChoDw1aQAACK9v.jpg,in,Melwood,biintaangjaatuh,ada warung makan icikkiiwirr jogja baru daerah dekat gunung merapi https://t.co/zigfj7lowl,ada warung makan icikkiiwirr jogja baru daerah dekat gunung merapi,gunung merapi,-7.540716,110.445723,visit jogja,ada warung makan icikkiiwirr jogja baru daerah dekat gunung merapi,warung makan icikkiiwirr jogja baru daerah dekat gunung merapi,"['warung', 'makan', 'icikkiiwirr', 'jogja', 'baru', 'daerah', 'dekat', 'gunung', 'merapi']",warung makan icikkiiwirr jogja baru daerah dekat gunung merapi,Warung Icikiwir Jogja New Area near Mount Merapi,0,Neutral,
Sun Nov 12 14:17:44 +0000 2023,Ada yang lagi di sekitaran Malioboro? Beginilah suasana Malioboro di akhir pekan apalagi musim liburan.. Ramai macet tapi bikin kangen ... Video by hajar Prasetyo #malioboro #stasiuntugu https://t.co/H9NHpavws6,https://pbs.twimg.com/amplify_video_thumb/1723706543315820544/img/ROUwAliws0T5Nrof.jpg,in,"Sleman, Yogyakarta",Jogja24Jam,ada yang lagi di sekitaran malioboro? beginilah suasana malioboro di akhir pekan apalagi musim liburan.. ramai macet tapi bikin kangen ... video by hajar prasetyo #malioboro #stasiuntugu https://t.co/h9nhpavws6,ada yang lagi di sekitaran malioboro beginilah suasana malioboro di akhir pekan apalagi musim liburan ramai macet tapi bikin kangen  video by hajar prasetyo,malioboro,-7.792646,110.365871,dinpar diy 2023,ada yang lagi di sekitaran malioboro beginilah suasana malioboro di akhir pekan apalagi musim liburan ramai macet tapi bikin kangen  video by hajar prasetyo,yang sekitaran malioboro beginilah suasana malioboro di akhir pekan musim liburan ramai macet bikin kangen  video by hajar prasetyo,"['yang', 'sekitaran', 'malioboro', 'beginilah', 'suasana', 'malioboro', 'di', 'akhir', 'pekan', 'musim', 'liburan', 'ramai', 'macet', 'bikin', 'kangen', 'video', 'by', 'hajar', 'prasetyo']",yang sekitar malioboro begini suasana malioboro di akhir pekan musim libur ramai macet bikin kangen video by hajar prasetyo,which is around Malioboro like this atmosphere of Malioboro on the weekend the holiday season is crowded to make a video miss by Hajar Prasetyo,0.5574,Positive,
Thu Aug 03 04:25:45 +0000 2023,Ada yang pernah lihat sunrise disini? Gunung Ireng Gunung Kidul Jogja : didit_anggiawan https://t.co/1fcmzrEUJM,https://pbs.twimg.com/ext_tw_video_thumb/1686956428496609280/pu/img/zzJimk3URo4SgUrk.jpg,in,"Yogyakarta, Indonesia",merapi_uncover,ada yang pernah lihat sunrise disini? gunung ireng gunung kidul jogja : didit_anggiawan https://t.co/1fcmzreujm,ada yang pernah lihat sunrise disini gunung ireng gunung kidul jogja  diditanggiawan,gunung ireng,-7.881011,110.488578,visit jogja,ada yang pernah lihat sunrise disini gunung ireng gunung kidul jogja  diditanggiawan,yang pernah lihat sunrise disini gunung ireng gunung kidul jogja  diditanggiawan,"['yang', 'pernah', 'lihat', 'sunrise', 'disini', 'gunung', 'ireng', 'gunung', 'kidul', 'jogja', 'diditanggiawan']",yang pernah lihat sunrise sini gunung ireng gunung kidul jogja diditanggiawan,who have seen Sunrise here Mount Ireng Gunung Kidul Jogja Diditanggiawan,0,Neutral,
Thu Aug 24 03:54:47 +0000 2023,Ada yang pernah naik sampai atas mercusuar? Pantai Baron Gunungkidul Jogja : Didit anggiawan https://t.co/JTmyTS3SEh,https://pbs.twimg.com/ext_tw_video_thumb/1694558788903428096/pu/img/jAHtGLhBy0mLHhtF.jpg,in,"Yogyakarta, Indonesia",merapi_uncover,ada yang pernah naik sampai atas mercusuar? pantai baron gunungkidul jogja : didit anggiawan https://t.co/jtmyts3seh,ada yang pernah naik sampai atas mercusuar pantai baron gunungkidul jogja  didit anggiawan,pantai baron,-8.128825,110.548776,visit jogja,ada yang pernah naik sampai atas mercusuar pantai baron gunungkidul jogja  didit anggiawan,yang pernah naik atas mercusuar pantai baron gunungkidul jogja  didit anggiawan,"['yang', 'pernah', 'naik', 'atas', 'mercusuar', 'pantai', 'baron', 'gunungkidul', 'jogja', 'didit', 'anggiawan']",yang pernah naik atas mercusuar pantai baron gunungkidul jogja didit anggiawan,who had risen over the lighthouse of the beach of Baron Gunungkidul Jogja Didit Anggiawan,0,Neutral,
Thu Aug 24 07:22:27 +0000 2023,Ada yang pernah naik sampai atas mercusuar Sob?ï¸ Pantai Baron Kemadang Tanjungsari Gunungkidul @didit_anggiawan #mercusuar #mercusuarbaron #pantaibaron #explorejogja #jogja #wonderfulindonesia #pesonaindonesia #visitingjogja #jogjaistimewa https://t.co/2QuFq43aAU,https://pbs.twimg.com/ext_tw_video_thumb/1694611056822493184/pu/img/lWWK6Ocs36f5IpGm.jpg,in,"Yogyakarta, Indonesia",visiting_jogja,ada yang pernah naik sampai atas mercusuar sob?ï¸ pantai baron kemadang tanjungsari gunungkidul @didit_anggiawan #mercusuar #mercusuarbaron #pantaibaron #explorejogja #jogja #wonderfulindonesia #pesonaindonesia #visitingjogja #jogjaistimewa https://t.co/2qufq43aau,ada yang pernah naik sampai atas mercusuar sob pantai baron kemadang tanjungsari gunungkidul anggiawan,pantai baron,-8.128825,110.548776,visit jogja,ada yang pernah naik sampai atas mercusuar sob pantai baron kemadang tanjungsari gunungkidul anggiawan,yang pernah naik atas mercusuar sob pantai baron kemadang tanjungsari gunungkidul anggiawan,"['yang', 'pernah', 'naik', 'atas', 'mercusuar', 'sob', 'pantai', 'baron', 'kemadang', 'tanjungsari', 'gunungkidul', 'anggiawan']",yang pernah naik atas mercusuar sob pantai baron madang tanjungsari gunungkidul anggiawan,"who had risen over the lighthouse, Sob, Baron Madang Tanjungsari Gunungkidul Anggiawan",-0.25,Negative,
Tue Aug 15 01:30:22 +0000 2023,Ada yang pernah nyobain gondola ini Sob? Gimana pengalaman mu ada yang pengen kesini #SobatVisitingJogja? Pantai Timang Purwodadi Tepus Gunungkidul @jogjaimages #gondola #pantaitimang #gunungkidul #yogyakarta #visitingjogja #jogjaistimewa https://t.co/RVzXygynAR,https://pbs.twimg.com/ext_tw_video_thumb/1691260902656585731/pu/img/V-EvMTBCcVRv6VP7.jpg,in,"Yogyakarta, Indonesia",visiting_jogja,ada yang pernah nyobain gondola ini sob? gimana pengalaman mu ada yang pengen kesini #sobatvisitingjogja? pantai timang purwodadi tepus gunungkidul @jogjaimages #gondola #pantaitimang #gunungkidul #yogyakarta #visitingjogja #jogjaistimewa https://t.co/rvzxygynar,ada yang pernah nyobain gondola ini sob gimana pengalaman mu ada yang pengen kesini  pantai timang purwodadi tepus gunungkidul,pantai timang,-8.175917,110.662454,dinpar diy 2023,ada yang pernah nyobain gondola ini sob gimana pengalaman mu ada yang pengen kesini  pantai timang purwodadi tepus gunungkidul,yang pernah nyobain gondola sob gimana pengalaman mu yang pengen kesini  pantai timang purwodadi tepus gunungkidul,"['yang', 'pernah', 'nyobain', 'gondola', 'sob', 'gimana', 'pengalaman', 'mu', 'yang', 'pengen', 'kesini', 'pantai', 'timang', 'purwodadi', 'tepus', 'gunungkidul']",yang pernah nyobain gondola sob gimana alam mu yang ken kesini pantai timang purwodadi tepus gunungkidul,The one who has never been to the gondola sob of the world who is here for the beach of the beach,-0.25,Negative,
Mon Mar 20 15:53:28 +0000 2023,Ada yg dr jogja gak sih? Mau nanya2 internity sekitaran malioboro sm Pantai yg bagus dmn :(,,in,ðŸ‡®ðŸ‡©  in ðŸ‡¯ðŸ‡µ,mLee_sr,ada yg dr jogja gak sih? mau nanya2 internity sekitaran malioboro sm pantai yg bagus dmn :(,ada yg dr jogja gak sih mau nanya internity sekitaran malioboro sm pantai yg bagus dmn,malioboro,-7.792646,110.365871,dinpar diy 2023,ada yang dari jogja gak sih mau nanya internity sekitaran malioboro sm pantai yang bagus dmn,yg dr jogja gak sih mau nanya internity sekitaran malioboro sm pantai yg bagus dmn,"['yg', 'dr', 'jogja', 'gak', 'sih', 'mau', 'nanya', 'internity', 'sekitaran', 'malioboro', 'sm', 'pantai', 'yg', 'bagus', 'dmn']",yg dr jogja gak sih mau nanya internity sekitar malioboro sm pantai yg bagus dmn,the one from Jogja doesn't want to ask the internity around Malioboro,-0.0572,Negative,
Thu Dec 14 16:36:21 +0000 2023,@anotherlilbrow Adekku itu dia baru aja otw semarang jam 10 tadi habis dri jogja gaada niatan tuh nengokin kakaknya di kos malah main sama sirkelnya sampe ke gunung kidul bahkan ke malioboro ,,in,an ordinary fangirl,alhatuss,@anotherlilbrow adekku itu dia baru aja otw semarang jam 10 tadi habis dri jogja gaada niatan tuh nengokin kakaknya di kos malah main sama sirkelnya sampe ke gunung kidul bahkan ke malioboro ,adekku itu dia baru aja otw semarang jam  tadi habis dri jogja gaada niatan tuh nengokin kakaknya di kos malah main sama sirkelnya sampe ke gunung kidul bahkan ke malioboro,malioboro,-7.792646,110.365871,dinpar diy 2023,adekku itu dia baru aja otw semarang jam  tadi habis dri jogja gaada niatan tuh nengokin kakaknya di kos malah main sama sirkelnya sampe ke gunung kidul bahkan ke malioboro,adekku dia baru aja otw semarang jam  tadi habis dri jogja gaada niatan tuh nengokin kakaknya kos malah main sama sirkelnya sampe gunung kidul bahkan malioboro,"['adekku', 'dia', 'baru', 'aja', 'otw', 'semarang', 'jam', 'tadi', 'habis', 'dri', 'jogja', 'gaada', 'niatan', 'tuh', 'nengokin', 'kakaknya', 'kos', 'malah', 'main', 'sama', 'sirkelnya', 'sampe', 'gunung', 'kidul', 'bahkan', 'malioboro']",adekku dia baru aja otw semarang jam tadi habis dri jogja gaada niat tuh nengokin kakak kos malah main sama sirkelnya sampe gunung kidul bahkan malioboro,"My sister he just OTW Semarang was finished from Jogja, there was no intention",-0.296,Negative,
Fri Jul 21 00:27:44 +0000 2023,â— Adem ngene iki penake nyruput sik panas-panas sinambi santai-santai . Tiket : Rp6.000 -/orang Parkir : Rp2.000 -/motor dan Rp5.000 -/mobil â— Photo by @rianiarianii â— Loc : Waduk Sermo Kapanewon Kokap Kulon Progo Yogyakarta. #panoramakulonprogo #kulonprogo #jogja https://t.co/0IKxRovvAA,https://pbs.twimg.com/ext_tw_video_thumb/1682185501414158337/pu/img/fwADeJiS8iVt0_Oo.jpg,in,"Kulon Progo, Yogyakarta",panoramaKP,â— adem ngene iki penake nyruput sik panas-panas sinambi santai-santai . tiket : rp6.000 -/orang parkir : rp2.000 -/motor dan rp5.000 -/mobil â— photo by @rianiarianii â— loc : waduk sermo kapanewon kokap kulon progo yogyakarta. #panoramakulonprogo #kulonprogo #jogja https://t.co/0ikxrovvaa,adem ngene iki penake nyruput sik panaspanas sinambi santaisantai  tiket  rp orang parkir  rp motor dan rp mobil  photo by   loc  waduk sermo kapanewon kokap kulon progo yogyakarta,waduk sermo,-7.822714,110.108505,dinpar diy 2023,adem ngene iki penake nyruput sik panaspanas sinambi santaisantai  tiket  rp orang parkir  rp motor dan rp mobil  photo by   loc  waduk sermo kapanewon kokap kulon progo yogyakarta,adem ngene iki penake nyruput sik panaspanas sinambi santaisantai  tiket  rp orang parkir  rp motor rp mobil  photo by   loc  waduk sermo kapanewon kokap kulon progo yogyakarta,"['adem', 'ngene', 'iki', 'penake', 'nyruput', 'sik', 'panaspanas', 'sinambi', 'santaisantai', 'tiket', 'rp', 'orang', 'parkir', 'rp', 'motor', 'rp', 'mobil', 'photo', 'by', 'loc', 'waduk', 'sermo', 'kapanewon', 'kokap', 'kulon', 'progo', 'yogyakarta']",adem ngene iki penake nyruput sik panaspanas sambi santaisantai tiket rp orang parkir rp motor rp mobil photo by loc waduk sermo kapanewon kokap kulon progo yogyakarta,aedem many acaketen written the sil hot while relaxing tickets to the motorcycle rop car ptheto putoby dyso,0.4939,Positive,
