created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader
Thu Dec 28 07:38:22 +0000 2023,@collegemenfess (Photo dumb seorang maba) 1. Ngambil poster karya yg dipajang buat pameran pertama setelah osjur 2. Pertama kali ketemu dosen dan langsung disuguhi fakta 3. Main board game di pameran dkv act 4. Ngerjain tugas di kebun binatang gembira loka jogja bareng seangkatan https://t.co/y1DLUd2rqH,https://pbs.twimg.com/media/GCazxLTbQAA3u9D.jpg,in,,SuaraHatiLimbad,@collegemenfess (photo dumb seorang maba) 1. ngambil poster karya yg dipajang buat pameran pertama setelah osjur 2. pertama kali ketemu dosen dan langsung disuguhi fakta 3. main board game di pameran dkv act 4. ngerjain tugas di kebun binatang gembira loka jogja bareng seangkatan https://t.co/y1dlud2rqh,photo dumb seorang maba  ngambil poster karya yg dipajang buat pameran pertama setelah osjur  pertama kali ketemu dosen dan langsung disuguhi fakta  main board game di pameran dkv act  ngerjain tugas di kebun binatang gembira loka jogja bareng seangkatan,gembira loka,-7.804134,110.397988,visit jogja,photo dumb seorang maba  ngambil poster karya yang dipajang buat pameran pertama setelah osjur  pertama kali ketemu dosen dan langsung disuguhi fakta  main board game di pameran dkv act  ngerjain tugas di kebun binatang gembira loka jogja bareng seangkatan,photo dumb seorang maba  ngambil poster karya dipajang buat pameran pertama osjur  pertama kali ketemu dosen langsung disuguhi fakta  main board game pameran dkv act  ngerjain tugas kebun binatang gembira loka jogja bareng seangkatan,"['photo', 'dumb', 'seorang', 'maba', 'ngambil', 'poster', 'karya', 'dipajang', 'buat', 'pameran', 'pertama', 'osjur', 'pertama', 'kali', 'ketemu', 'dosen', 'langsung', 'disuguhi', 'fakta', 'main', 'board', 'game', 'pameran', 'dkv', 'act', 'ngerjain', 'tugas', 'kebun', 'binatang', 'gembira', 'loka', 'jogja', 'bareng', 'seangkatan']",photo dumb orang maba ngambil poster karya pajang buat pamer pertama osjur pertama kali ketemu dosen langsung suguh fakta main board game pamer dkv act ngerjain tugas kebun binatang gembira loka jogja bareng angkat,Photo Dumb A freshman takes a poster of the work on display for the first exhibition after Osjur first met the lecturer and was immediately treated to the fact that the main board game at the DKV Act exhibition was working on the assignment at the Gembira Loka Jogja Zoo with a contemporary,-0.5106,negatif
Thu Apr 27 02:46:06 +0000 2023,@convomfs 1. alas venus trawas 2. waduk biasa deket rumah 3. waduk sermo jogja(?) 4. pantai teluk asmara malang https://t.co/7aJwIQR2cl,https://pbs.twimg.com/media/FusDWqwaAAAmFBH.jpg,in,,sayatim_,@convomfs 1. alas venus trawas 2. waduk biasa deket rumah 3. waduk sermo jogja(?) 4. pantai teluk asmara malang https://t.co/7ajwiqr2cl,alas venus trawas  waduk biasa deket rumah  waduk sermo jogja  pantai teluk asmara malang,waduk sermo,-7.822714,110.108505,dinpar diy 2023,alas venus trawas  waduk biasa deket rumah  waduk sermo jogja  pantai teluk asmara malang,alas venus trawas  waduk biasa deket rumah  waduk sermo jogja  pantai teluk asmara malang,"['alas', 'venus', 'trawas', 'waduk', 'biasa', 'deket', 'rumah', 'waduk', 'sermo', 'jogja', 'pantai', 'teluk', 'asmara', 'malang']",alas venus trawas waduk biasa deket rumah waduk sermo jogja pantai teluk asmara malang,Alas Venus Trawas Ordinary Reservoir Near the House of Sermo Reservoir Jogja Pantai Teluk Asmara Malang,-0.2732,negatif
Wed Sep 20 07:58:30 +0000 2023,@convomfs kalo lagi penat banget me time-nya ke jogja naik kereta tapi pilih kereta malem jam 9. sampe jogja sepi bangun pagi ke kebun binatang abis itu ke beringharjo malioboro terus baliknya pake kereta agak sore jadi kebagian sunset.,,in,,matchaaren,@convomfs kalo lagi penat banget me time-nya ke jogja naik kereta tapi pilih kereta malem jam 9. sampe jogja sepi bangun pagi ke kebun binatang abis itu ke beringharjo malioboro terus baliknya pake kereta agak sore jadi kebagian sunset.,kalo lagi penat banget me timenya ke jogja naik kereta tapi pilih kereta malem jam  sampe jogja sepi bangun pagi ke kebun binatang abis itu ke beringharjo malioboro terus baliknya pake kereta agak sore jadi kebagian sunset,malioboro,-7.792646,110.365871,dinpar diy 2023,kalo lagi penat banget me timenya ke jogja naik kereta tapi pilih kereta malem jam  sampe jogja sepi bangun pagi ke kebun binatang abis itu ke beringharjo malioboro terus baliknya pake kereta agak sore jadi kebagian sunset,kalo penat banget me timenya jogja naik kereta pilih kereta malem jam  sampe jogja sepi bangun pagi kebun binatang abis ke beringharjo malioboro terus baliknya pake kereta sore jadi kebagian sunset,"['kalo', 'penat', 'banget', 'me', 'timenya', 'jogja', 'naik', 'kereta', 'pilih', 'kereta', 'malem', 'jam', 'sampe', 'jogja', 'sepi', 'bangun', 'pagi', 'kebun', 'binatang', 'abis', 'ke', 'beringharjo', 'malioboro', 'terus', 'baliknya', 'pake', 'kereta', 'sore', 'jadi', 'kebagian', 'sunset']",kalo penat banget me timenya jogja naik kereta pilih kereta malem jam sampe jogja sepi bangun pagi kebun binatang abis ke beringharjo malioboro terus balik pake kereta sore jadi bagi sunset,If he was tired of his time to go to the car but choose the car of the clock until he wakes up in the morning to the garden to the bar to the malioboro and keep the car back in the afternoon so the sunset parts,-0.2382,negatif
Wed Jan 18 15:30:39 +0000 2023,@cruellssummer malah sebenernya mantan aku dulu pas masih sama aku kelon smaa mantannya di bukit bintang jogja bun.......,,in,Matteo R. A.,LovedbyJaffin,@cruellssummer malah sebenernya mantan aku dulu pas masih sama aku kelon smaa mantannya di bukit bintang jogja bun.......,malah sebenernya mantan aku dulu pas masih sama aku kelon smaa mantannya di bukit bintang jogja bun,bukit bintang,-7.845841,110.479846,visit jogja,malah sebenernya mantan aku dulu pas masih sama aku kelon smaa mantannya di bukit bintang jogja bun,malah sebenernya mantan aku dulu pas sama aku kelon smaa mantannya bukit bintang jogja bun,"['malah', 'sebenernya', 'mantan', 'aku', 'dulu', 'pas', 'sama', 'aku', 'kelon', 'smaa', 'mantannya', 'bukit', 'bintang', 'jogja', 'bun']",malah sebenernya mantan aku dulu pas sama aku kelon smaa mantan bukit bintang jogja bun,"In fact, actually my ex used to be when I was still the same as me, his ex",0,netral
Mon Dec 04 05:44:10 +0000 2023,@delaSABADILLA @titiknol_jogja Ra iso jawab ra nyambung malah Kon Moco sing Ra obyektif. Tak andani le sing rawan bencana ora mung Yogyakarta Indonesia itu rawan bencana karena negeri ini rawan gempa bumi dan dikelilingi Gunung merapi yang masih aktif.,,in,,Rolasan9,@delasabadilla @titiknol_jogja ra iso jawab ra nyambung malah kon moco sing ra obyektif. tak andani le sing rawan bencana ora mung yogyakarta indonesia itu rawan bencana karena negeri ini rawan gempa bumi dan dikelilingi gunung merapi yang masih aktif.,jogja ra iso jawab ra nyambung malah kon moco sing ra obyektif tak andani le sing rawan bencana ora mung yogyakarta indonesia itu rawan bencana karena negeri ini rawan gempa bumi dan dikelilingi gunung merapi yang masih aktif,gunung merapi,-7.540716,110.445723,visit jogja,jogja ra iso jawab ra nyambung malah kon moco sing ra obyektif tak andani le sing rawan bencana ora mung yogyakarta indonesia itu rawan bencana karena negeri ini rawan gempa bumi dan dikelilingi gunung merapi yang masih aktif,jogja ra iso jawab ra nyambung malah kon moco sing ra obyektif tak andani le sing rawan bencana ora mung yogyakarta indonesia rawan bencana negeri rawan gempa bumi dikelilingi gunung merapi masih aktif,"['jogja', 'ra', 'iso', 'jawab', 'ra', 'nyambung', 'malah', 'kon', 'moco', 'sing', 'ra', 'obyektif', 'tak', 'andani', 'le', 'sing', 'rawan', 'bencana', 'ora', 'mung', 'yogyakarta', 'indonesia', 'rawan', 'bencana', 'negeri', 'rawan', 'gempa', 'bumi', 'dikelilingi', 'gunung', 'merapi', 'masih', 'aktif']",jogja ra iso jawab ra nyambung malah kon moco sing ra obyektif tak andan le sing rawan bencana ora mung yogyakarta indonesia rawan bencana negeri rawan gempa bumi keliling gunung merapi masih aktif,"Jogja Ra Iso Answer RA connecting instead of Kon Moco Sing Ra Objectively Andani Le Sing, prone to disaster, Yogyakarta Indonesia is prone to disasters because this country is prone to earthquakes and surrounded by Mount Merapi which is still active",-0.7184,negatif
Mon May 01 22:41:17 +0000 2023,@DellaPerdana2 @ipiinza @gibran_tweet @humas_jogja Sampeyan pas nyekar po ? Arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,,in,,DANGERRADIATI0N,@dellaperdana2 @ipiinza @gibran_tweet @humas_jogja sampeyan pas nyekar po ? arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,tweet jogja sampeyan pas nyekar po  arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,kebun teh nglinggo,-7.646285,110.143819,dinpar diy 2023,tweet jogja sampeyan pas nyekar po  arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,tweet jogja sampeyan pas nyekar po  arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,"['tweet', 'jogja', 'sampeyan', 'pas', 'nyekar', 'po', 'arah', 'jln', 'paris', 'macet', 'arah', 'wonosari', 'macet', 'arah', 'prambanan', 'macet', 'breksi', 'akeh', 'pengunjung', 'nganti', 'kebun', 'teh', 'nglinggo', 'we', 'rame']",tweet jogja sampeyan pas nyekar po arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh unjung nganti kebun teh nglinggo we rame,Tweet Jogja Sampeyan Pas Nyekar Po in the direction of Jln Paris jammed in the direction of Wonosari traffic in the direction of Prambanan Breksi Akeh Akeh visitors to nganti tea nglingingo we were crowded,-0.5574,negatif
Wed Aug 23 12:46:13 +0000 2023,@fajaristo07 @merapi_uncover Selatan gunung api purba nglanggeran kalo dr jogja lewat sambipitu ke kiri per 3an jalan menurun ke kiri lagi lurus aja nanti nemu jln itu,,in,YOGYAKARTA,twins_ambar,@fajaristo07 @merapi_uncover selatan gunung api purba nglanggeran kalo dr jogja lewat sambipitu ke kiri per 3an jalan menurun ke kiri lagi lurus aja nanti nemu jln itu,uncover selatan gunung api purba nglanggeran kalo dr jogja lewat sambipitu ke kiri per an jalan menurun ke kiri lagi lurus aja nanti nemu jln itu,gunung api purba nglanggeran,-7.841973,110.541643,dinpar diy 2023,uncover selatan gunung api purba nglanggeran kalo dari jogja lewat sambipitu ke kiri per an jalan menurun ke kiri lagi lurus aja nanti nemu jln itu,uncover selatan gunung api purba nglanggeran kalo jogja lewat sambipitu kiri per an jalan menurun kiri lurus aja nemu jln,"['uncover', 'selatan', 'gunung', 'api', 'purba', 'nglanggeran', 'kalo', 'jogja', 'lewat', 'sambipitu', 'kiri', 'per', 'an', 'jalan', 'menurun', 'kiri', 'lurus', 'aja', 'nemu', 'jln']",uncover selatan gunung api purba nglanggeran kalo jogja lewat sambipitu kiri per an jalan turun kiri lurus aja nemu jln,The southern uncover of the ancient fire mounts if the jogs passed to the left to the left of the road to the left again and then came to find it,-0.34,negatif
Wed Apr 26 14:33:27 +0000 2023,@fajarnugros Agak kaget di Bali ga byr byr retribusi cuma byr parkir doang. Itu aja 2 ribu. Hari Rabu kmrn ke pantai goa cemara di Jogja 2 org naik motor retribusi 20k parkir 5k ,,in,,atthohirohismaw,@fajarnugros agak kaget di bali ga byr byr retribusi cuma byr parkir doang. itu aja 2 ribu. hari rabu kmrn ke pantai goa cemara di jogja 2 org naik motor retribusi 20k parkir 5k ,agak kaget di bali ga byr byr retribusi cuma byr parkir doang itu aja  ribu hari rabu kmrn ke pantai goa cemara di jogja  org naik motor retribusi k parkir k,goa cemara,-7.999423,110.248963,visit jogja,agak kaget di bali ga bayar byr retribusi cuma bayar parkir doang itu aja  ribu hari rabu kemarin ke pantai goa cemara di jogja  org naik motor retribusi k parkir k,kaget bali ga bayar byr retribusi cuma bayar parkir doang aja  ribu hari rabu kemarin pantai goa cemara jogja  org naik motor retribusi k parkir k,"['kaget', 'bali', 'ga', 'bayar', 'byr', 'retribusi', 'cuma', 'bayar', 'parkir', 'doang', 'aja', 'ribu', 'hari', 'rabu', 'kemarin', 'pantai', 'goa', 'cemara', 'jogja', 'org', 'naik', 'motor', 'retribusi', 'k', 'parkir', 'k']",kaget bal ga bayar byr retribusi cuma bayar parkir doang aja ribu hari rabu kemarin pantai goa cemara jogja org naik motor retribusi k parkir k,"a little surprised in Bali not paying byr levies just pay for parking, just thousands of Wednesday to Goa Cemara Beach in Jogja org riding a motorbike retribution k parking k",0.0534,positif
Wed Aug 23 15:08:47 +0000 2023,@Frimawan Liburan ke jogja bang muter malioboro aja pake becak 1kali trus pulang wkwk,,in,,pembawarezeki99,@frimawan liburan ke jogja bang muter malioboro aja pake becak 1kali trus pulang wkwk,liburan ke jogja bang muter malioboro aja pake becak kali trus pulang wkwk,malioboro,-7.792646,110.365871,dinpar diy 2023,liburan ke jogja bang muter malioboro aja pake becak kali trus pulang wkwk,liburan jogja bang muter malioboro aja pake becak kali trus pulang wkwk,"['liburan', 'jogja', 'bang', 'muter', 'malioboro', 'aja', 'pake', 'becak', 'kali', 'trus', 'pulang', 'wkwk']",libur jogja bang muter malioboro aja pake becak kali trus pulang wkwk,The jogga to jogja bang muter malioboro is not a good time to go home wkwk,-0.3412,negatif
Tue Sep 26 19:40:50 +0000 2023,@FWBSMG3 Di pantai krakal gunung kidul jogja / kebumen di pantai Menganti. Rekomen semua untuk ngecamp,,in,,ciiigemmm,@fwbsmg3 di pantai krakal gunung kidul jogja / kebumen di pantai menganti. rekomen semua untuk ngecamp,di pantai krakal gunung kidul jogja  kebumen di pantai menganti rekomen semua untuk ngecamp,pantai krakal,-8.145102,110.598801,visit jogja,di pantai krakal gunung kidul jogja  kebumen di pantai menganti rekomen semua untuk ngecamp,pantai krakal gunung kidul jogja  kebumen pantai menganti rekomen semua ngecamp,"['pantai', 'krakal', 'gunung', 'kidul', 'jogja', 'kebumen', 'pantai', 'menganti', 'rekomen', 'semua', 'ngecamp']",pantai krakal gunung kidul jogja kebumen pantai anti rekomen semua ngecamp,At Krakal Beach Gunung Kidul Jogja Kebumen on the beach to replace all recommendations for camping,0,netral
Mon Sep 18 03:30:58 +0000 2023,@Giacinta12 3 taon lebih di jogja tetep bingung. Soalnya harus ngapalin bahasa jawa belom lagi arah mata angin tuh mana harus cari gunung merapi dulu. Baru ngapalin jalan yang dimaksud tuh mana karena mereka bilangnya nama daerahnya doang,,in,life on earth,meliznana,@giacinta12 3 taon lebih di jogja tetep bingung. soalnya harus ngapalin bahasa jawa belom lagi arah mata angin tuh mana harus cari gunung merapi dulu. baru ngapalin jalan yang dimaksud tuh mana karena mereka bilangnya nama daerahnya doang,taon lebih di jogja tetep bingung soalnya harus ngapalin bahasa jawa belom lagi arah mata angin tuh mana harus cari gunung merapi dulu baru ngapalin jalan yang dimaksud tuh mana karena mereka bilangnya nama daerahnya doang,gunung merapi,-7.540716,110.445723,visit jogja,taon lebih di jogja tetep bingung soalnya harus ngapalin bahasa jawa belom lagi arah mata angin tuh mana harus cari gunung merapi dulu baru ngapalin jalan yang dimaksud tuh mana karena mereka bilangnya nama daerahnya doang,taon lebih jogja tetep bingung soalnya ngapalin bahasa jawa belom arah mata angin tuh mana cari gunung merapi dulu baru ngapalin jalan dimaksud tuh mana mereka bilangnya nama daerahnya doang,"['taon', 'lebih', 'jogja', 'tetep', 'bingung', 'soalnya', 'ngapalin', 'bahasa', 'jawa', 'belom', 'arah', 'mata', 'angin', 'tuh', 'mana', 'cari', 'gunung', 'merapi', 'dulu', 'baru', 'ngapalin', 'jalan', 'dimaksud', 'tuh', 'mana', 'mereka', 'bilangnya', 'nama', 'daerahnya', 'doang']",taon lebih jogja tetep bingung soal ngapalin bahasa jawa bom arah mata angin tuh mana cari gunung merapi dulu baru ngapalin jalan maksud tuh mana mereka bilang nama daerah doang,"Taon is more in Jogja, but I have to be confused because I have to do the Javanese language, the direction of the wind hasn't been given the direction of the Mount Merapi first and then the road is meant, because they say the name of the area is only",-0.4497,negatif
Tue Jul 04 15:00:36 +0000 2023,@Grimjowjekerjex @pendakilawas di jawa tengah / jogja ga gitu sih menurutkuuu pernah masuk pantai sebelah bukit pengilon cuma bayar parkir 3 ribuuu.,,in,,Asfydn,@grimjowjekerjex @pendakilawas di jawa tengah / jogja ga gitu sih menurutkuuu pernah masuk pantai sebelah bukit pengilon cuma bayar parkir 3 ribuuu.,di jawa tengah  jogja ga gitu sih menurutkuuu pernah masuk pantai sebelah bukit pengilon cuma bayar parkir  ribuuu,bukit pengilon,-8.185862,110.691577,visit jogja,di jawa tengah  jogja ga gitu sih menurutkuuu pernah masuk pantai sebelah bukit pengilon cuma bayar parkir  ribuuu,jawa tengah  jogja ga gitu sih menurutkuuu pernah masuk pantai sebelah bukit pengilon cuma bayar parkir  ribuuu,"['jawa', 'tengah', 'jogja', 'ga', 'gitu', 'sih', 'menurutkuuu', 'pernah', 'masuk', 'pantai', 'sebelah', 'bukit', 'pengilon', 'cuma', 'bayar', 'parkir', 'ribuuu']",jawa tengah jogja ga gitu sih menurutkuuu pernah masuk pantai belah bukit pengilon cuma bayar parkir ribuuu,"In Central Java, Jogja isn't like that, I have ever entered the beach next to the Pengilon hill, I only pay for the thousands of parking",-0.3632,negatif
Sat Apr 29 05:04:58 +0000 2023,@Harian_Jogja *Daerh2 lain mulai berbenah jogja jalan ditempat *masalah parkir jangan diabaikan..nuthuk 20-30 rb ...itu masalah parkir di kawasan malioboro juga harus diaelesaikan dari dulu kok gak ada solusi *tempat wisata di jogja mahal2 *harga menginap,,in,,Satrio0082,@harian_jogja *daerh2 lain mulai berbenah jogja jalan ditempat *masalah parkir jangan diabaikan..nuthuk 20-30 rb ...itu masalah parkir di kawasan malioboro juga harus diaelesaikan dari dulu kok gak ada solusi *tempat wisata di jogja mahal2 *harga menginap,jogja daerh lain mulai berbenah jogja jalan ditempat masalah parkir jangan diabaikannuthuk  rb itu masalah parkir di kawasan malioboro juga harus diaelesaikan dari dulu kok gak ada solusi tempat wisata di jogja mahal harga menginap,malioboro,-7.792646,110.365871,dinpar diy 2023,jogja daerh lain mulai berbenah jogja jalan ditempat masalah parkir jangan diabaikannuthuk  rb itu masalah parkir di kawasan malioboro juga harus diaelesaikan dari dulu kok gak ada solusi tempat wisata di jogja mahal harga menginap,jogja daerh mulai berbenah jogja jalan ditempat masalah parkir jangan diabaikannuthuk  rb masalah parkir kawasan malioboro harus diaelesaikan dulu kok gak solusi tempat wisata jogja mahal harga menginap,"['jogja', 'daerh', 'mulai', 'berbenah', 'jogja', 'jalan', 'ditempat', 'masalah', 'parkir', 'jangan', 'diabaikannuthuk', 'rb', 'masalah', 'parkir', 'kawasan', 'malioboro', 'harus', 'diaelesaikan', 'dulu', 'kok', 'gak', 'solusi', 'tempat', 'wisata', 'jogja', 'mahal', 'harga', 'menginap']",jogja daerh mulai benah jogja jalan tempat masalah parkir jangan diabaikannuthuk rb masalah parkir kawasan malioboro harus diaelesaikan dulu kok gak solusi tempat wisata jogja mahal harga inap,"Other jogja daurah began to clean up jogja roads in places of parking problems, not to ignore the rb, the problem of parking in the Malioboro area must also be solved from the first, how come there is no tourist solution in Jogja expensive prices for staying overnight",-0.3923,negatif
Tue May 09 01:38:59 +0000 2023,@Harian_Jogja Banyak jln. Rusak di kab. Kulon progo salah satu contoh jln. Lingkar waduk sermo rusak parah jln. Lingkar UGM dari alun- alun ke utara sangat parah,,in,,timinnga,@harian_jogja banyak jln. rusak di kab. kulon progo salah satu contoh jln. lingkar waduk sermo rusak parah jln. lingkar ugm dari alun- alun ke utara sangat parah,jogja banyak jln rusak di kab kulon progo salah satu contoh jln lingkar waduk sermo rusak parah jln lingkar ugm dari alun alun ke utara sangat parah,waduk sermo,-7.822714,110.108505,dinpar diy 2023,jogja banyak jln rusak di kab kulon progo salah satu contoh jln lingkar waduk sermo rusak parah jln lingkar ugm dari alun alun ke utara sangat parah,jogja banyak jln rusak kab kulon progo salah satu contoh jln lingkar waduk sermo rusak parah jln lingkar ugm alun alun utara sangat parah,"['jogja', 'banyak', 'jln', 'rusak', 'kab', 'kulon', 'progo', 'salah', 'satu', 'contoh', 'jln', 'lingkar', 'waduk', 'sermo', 'rusak', 'parah', 'jln', 'lingkar', 'ugm', 'alun', 'alun', 'utara', 'sangat', 'parah']",jogja banyak jln rusak kab kulon progo salah satu contoh jln lingkar waduk sermo rusak parah jln lingkar ugm alun alun utara sangat parah,"Jogja a lot of damaged roads in Kulon Progo Regency, one of the examples of Jln Lingkar Reservoir Sermo is badly damaged by the UGM Lingkar from Alun Alun to the north very severe",-0.8955,negatif
Sat Apr 29 18:44:57 +0000 2023,@Harian_Jogja Harus bebenah: 1. Kawasan Malioboro yg ditertibkan (pedagang pindah) justru menurut para wisatawan malah menghilangkan icon Malioboro. 2. Tarif parkir yang tidak jelas 3. Harga makanan yang tidak transparan di bbrp pedagang yang ada di lokas,,in,,kanginternet,@harian_jogja harus bebenah: 1. kawasan malioboro yg ditertibkan (pedagang pindah) justru menurut para wisatawan malah menghilangkan icon malioboro. 2. tarif parkir yang tidak jelas 3. harga makanan yang tidak transparan di bbrp pedagang yang ada di lokas,jogja harus bebenah  kawasan malioboro yg ditertibkan pedagang pindah justru menurut para wisatawan malah menghilangkan icon malioboro  tarif parkir yang tidak jelas  harga makanan yang tidak transparan di bbrp pedagang yang ada di lokas,malioboro,-7.792646,110.365871,dinpar diy 2023,jogja harus bebenah  kawasan malioboro yang ditertibkan pedagang pindah justru menurut para wisatawan malah menghilangkan icon malioboro  tarif parkir yang tidak jelas  harga makanan yang tidak transparan di beberapa pedagang yang ada di lokas,jogja bebenah  kawasan malioboro ditertibkan pedagang pindah justru para wisatawan malah menghilangkan icon malioboro  tarif parkir tidak jelas  harga makanan tidak transparan beberapa pedagang ada lokas,"['jogja', 'bebenah', 'kawasan', 'malioboro', 'ditertibkan', 'pedagang', 'pindah', 'justru', 'para', 'wisatawan', 'malah', 'menghilangkan', 'icon', 'malioboro', 'tarif', 'parkir', 'tidak', 'jelas', 'harga', 'makanan', 'tidak', 'transparan', 'beberapa', 'pedagang', 'ada', 'lokas']",jogja bebenah kawasan malioboro tertib dagang pindah justru para wisatawan malah hilang icon malioboro tarif parkir tidak jelas harga makan tidak transparan beberapa dagang ada lokas,"Jogja must improve the Malioboro area which is disciplined by traders to move, according to tourists, even eliminating the Malioboro icon, parking rates that are not clear.",0.1818,positif
Fri Mar 24 00:09:23 +0000 2023,@Harian_Jogja Masaa iya gara gara ngeganggu puasa diakan diem aja mungkin krna efek gunung merapi kali jadi ditutup tkut kena abunya trus jadi kotor/rusak,,in,,juwacntqq,@harian_jogja masaa iya gara gara ngeganggu puasa diakan diem aja mungkin krna efek gunung merapi kali jadi ditutup tkut kena abunya trus jadi kotor/rusak,jogja masaa iya gara gara ngeganggu puasa diakan diem aja mungkin krna efek gunung merapi kali jadi ditutup tkut kena abunya trus jadi kotorrusak,gunung merapi,-7.540716,110.445723,visit jogja,jogja masaa iya gara gara ngeganggu puasa diakan diem aja mungkin krna efek gunung merapi kali jadi ditutup tkut kena abunya trus jadi kotorrusak,jogja masaa iya gara gara ngeganggu puasa diakan diem aja mungkin krna efek gunung merapi kali jadi ditutup tkut kena abunya trus jadi kotorrusak,"['jogja', 'masaa', 'iya', 'gara', 'gara', 'ngeganggu', 'puasa', 'diakan', 'diem', 'aja', 'mungkin', 'krna', 'efek', 'gunung', 'merapi', 'kali', 'jadi', 'ditutup', 'tkut', 'kena', 'abunya', 'trus', 'jadi', 'kotorrusak']",jogja masaa iya gara gara ngeganggu puasa dia diem aja mungkin krna efek gunung merapi kali jadi tutup tkut kena abu trus jadi kotorrusak,"Jogja, yes, because of disturbing fasting, just eating, maybe because the effect of Mount Merapi, so it was closed, it was covered with the ashes and then it became dirty",-0.5423,negatif
Thu May 04 01:56:27 +0000 2023,@Harian_Jogja Solusi jangka pendek lagi dan lagi.... Jgn hny fokus Malioboro bikin destinasi wisata yg baru di Bantul atau KP biar g monoton dan masa singgah wisatawan jd lbh lama pak Gub. cc @humas_jogja,,in,Godean Yogyakarta,Kriss_Prass,@harian_jogja solusi jangka pendek lagi dan lagi.... jgn hny fokus malioboro bikin destinasi wisata yg baru di bantul atau kp biar g monoton dan masa singgah wisatawan jd lbh lama pak gub. cc @humas_jogja,jogja solusi jangka pendek lagi dan lagi jgn hny fokus malioboro bikin destinasi wisata yg baru di bantul atau kp biar g monoton dan masa singgah wisatawan jd lbh lama pak gub cc jogja,malioboro,-7.792646,110.365871,dinpar diy 2023,jogja solusi jangka pendek lagi dan lagi jgn hny fokus malioboro bikin destinasi wisata yang baru di bantul atau kp biar g monoton dan masa singgah wisatawan jd lbh lama pak gub cc jogja,jogja solusi jangka pendek jgn hny fokus malioboro bikin destinasi wisata baru bantul kp biar g monoton dan masa singgah wisatawan jd lbh lama pak gub cc jogja,"['jogja', 'solusi', 'jangka', 'pendek', 'jgn', 'hny', 'fokus', 'malioboro', 'bikin', 'destinasi', 'wisata', 'baru', 'bantul', 'kp', 'biar', 'g', 'monoton', 'dan', 'masa', 'singgah', 'wisatawan', 'jd', 'lbh', 'lama', 'pak', 'gub', 'cc', 'jogja']",jogja solusi jangka pendek jgn hny fokus malioboro bikin destinasi wisata baru bantul kp biar g monoton dan masa singgah wisatawan jd lbh lama pak gub cc jogja,"Jogja Short -term Solution again and again don't focus on Malioboro to make a new tourist destination in Bantul or KP so that it is monotonous and a tourist stop for a long time, Mr. Gub Cc Jogja",0.0258,netral
Sat Apr 29 05:14:56 +0000 2023,@Harian_Jogja Wes males ning jogja. Mentok ning sleman. 1. Macet 2. Tarif parkir mahal 3. Rego panganan nuthuk 4. Wisata rajelas. 5. Klitih Mbien lek lekan ngopi ning malioboro wae betah. Saiki wedi klitih,,in,,BadjinganCilik,@harian_jogja wes males ning jogja. mentok ning sleman. 1. macet 2. tarif parkir mahal 3. rego panganan nuthuk 4. wisata rajelas. 5. klitih mbien lek lekan ngopi ning malioboro wae betah. saiki wedi klitih,jogja wes males ning jogja mentok ning sleman  macet  tarif parkir mahal  rego panganan nuthuk  wisata rajelas  klitih mbien lek lekan ngopi ning malioboro wae betah saiki wedi klitih,malioboro,-7.792646,110.365871,dinpar diy 2023,jogja wes males ning jogja mentok ning sleman  macet  tarif parkir mahal  rego panganan nuthuk  wisata rajelas  klitih mbien lek lekan ngopi ning malioboro wae betah saiki wedi klitih,jogja wes males ning jogja mentok ning sleman  macet  tarif parkir mahal  rego panganan nuthuk  wisata rajelas  klitih mbien lek lekan ngopi ning malioboro wae betah saiki wedi klitih,"['jogja', 'wes', 'males', 'ning', 'jogja', 'mentok', 'ning', 'sleman', 'macet', 'tarif', 'parkir', 'mahal', 'rego', 'panganan', 'nuthuk', 'wisata', 'rajelas', 'klitih', 'mbien', 'lek', 'lekan', 'ngopi', 'ning', 'malioboro', 'wae', 'betah', 'saiki', 'wedi', 'klitih']",jogja wes males ning jogja mentok ning sleman macet tarif parkir mahal rego pangan nuthuk wisata rajelas klitih mbien lek lekan ngopi ning malioboro wae betah saiki wedi klitih,jogja wes lazy ning jogja stuck ning sleman traffic jams expensive parking fees rego food nuthuk nuthuk tourism klitih mbien lekan ngopi ning malioboro wae feel at home saiki wedi klitih,-0.5423,negatif
