created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader,eval
Tue Apr 18 13:53:08 +0000 2023,3. Hutan Pinus Mangunan Tempat mencari udara segar di sisi timur Jogja saat Lebaran yang pas tentunya dengan berkunjung ke Hutan Pinus Dlingo. Di hutan yang terletak di Bantul ini pengunjung bisa menikmati udara sejuk dan eloknya pemandangan hamparan bukit di ketinggian.,,in,"Yogyakarta, Indonesia",Harian_Jogja,3. hutan pinus mangunan tempat mencari udara segar di sisi timur jogja saat lebaran yang pas tentunya dengan berkunjung ke hutan pinus dlingo. di hutan yang terletak di bantul ini pengunjung bisa menikmati udara sejuk dan eloknya pemandangan hamparan bukit di ketinggian.,hutan pinus mangunan tempat mencari udara segar di sisi timur jogja saat lebaran yang pas tentunya dengan berkunjung ke hutan pinus dlingo di hutan yang terletak di bantul ini pengunjung bisa menikmati udara sejuk dan eloknya pemandangan hamparan bukit di ketinggian,pinus mangunan,-7.926107,110.430465,visit jogja,hutan pinus mangunan tempat mencari udara segar di sisi timur jogja saat lebaran yang pas tentunya dengan berkunjung ke hutan pinus dlingo di hutan yang terletak di bantul ini pengunjung bisa menikmati udara sejuk dan eloknya pemandangan hamparan bukit di ketinggian,hutan pinus mangunan tempat mencari udara segar sisi timur jogja lebaran pas tentunya berkunjung hutan pinus dlingo hutan terletak bantul pengunjung menikmati udara sejuk eloknya pemandangan hamparan bukit ketinggian,"['hutan', 'pinus', 'mangunan', 'tempat', 'mencari', 'udara', 'segar', 'sisi', 'timur', 'jogja', 'lebaran', 'pas', 'tentunya', 'berkunjung', 'hutan', 'pinus', 'dlingo', 'hutan', 'terletak', 'bantul', 'pengunjung', 'menikmati', 'udara', 'sejuk', 'eloknya', 'pemandangan', 'hamparan', 'bukit', 'ketinggian']",hutan pinus mangun tempat cari udara segar sisi timur jogja lebaran pas tentu kunjung hutan pinus dlingo hutan letak bantul unjung nikmat udara sejuk elok pandang hampar bukit tinggi,"Pine Forest Mangunan a place to look for fresh air on the east side of Jogja during the right Eid, of course, by visiting the Dlingo Pine Forest in the forest located in Bantul, visitors can enjoy the cool air and beautiful views of the hill at an altitude",0.8934,positif,positif
Fri Sep 08 06:28:52 +0000 2023,JALUR PENGHUBUNG PANTAI GLAGAH CONGOT MULAI DIPERBAIKI #Kulonprogo #pantaiglagah #mediapemersatubangsa #TVRIYogyakarta https://t.co/agIPpELPCz,https://pbs.twimg.com/ext_tw_video_thumb/1700032887880613888/pu/img/pF_4T7fteVuwZOHt.jpg,in,"Yogyakarta, Indonesia",tvriyogyakarta,jalur penghubung pantai glagah congot mulai diperbaiki #kulonprogo #pantaiglagah #mediapemersatubangsa #tvriyogyakarta https://t.co/agippelpcz,jalur penghubung pantai glagah congot mulai diperbaiki,pantai glagah,-7.911943,110.064734,visit jogja,jalur penghubung pantai glagah congot mulai diperbaiki,jalur penghubung pantai glagah congot mulai diperbaiki,"['jalur', 'penghubung', 'pantai', 'glagah', 'congot', 'mulai', 'diperbaiki']",jalur hubung pantai glagah congot mulai baik,Glagah Congot Beach connecting paths began to be repaired,0,netral,netral
Sat Apr 29 01:03:30 +0000 2023,4. Pantai Parangtritis Udah gak asing ya sama nama pantai ini cuma baru pertama kali kesini pas bulan ramadhan. Ombaknya kecil dibanding pantai lain yg pernah aku kunjungi di Jogja. Kalo musim liburan ya ramai tempat ini hehe. Cuma bayar parkir aja. https://t.co/Y4RjyM4YHk,https://pbs.twimg.com/media/Fu1_EsKaQAMPLWL.jpg,in,,lilcanny7,4. pantai parangtritis udah gak asing ya sama nama pantai ini cuma baru pertama kali kesini pas bulan ramadhan. ombaknya kecil dibanding pantai lain yg pernah aku kunjungi di jogja. kalo musim liburan ya ramai tempat ini hehe. cuma bayar parkir aja. https://t.co/y4rjym4yhk,pantai parangtritis udah gak asing ya sama nama pantai ini cuma baru pertama kali kesini pas bulan ramadhan ombaknya kecil dibanding pantai lain yg pernah aku kunjungi di jogja kalo musim liburan ya ramai tempat ini hehe cuma bayar parkir aja,pantai parangtritis,-8.024608,110.329804,visit jogja,pantai parangtritis udah gak asing ya sama nama pantai ini cuma baru pertama kali kesini pas bulan ramadhan ombaknya kecil dibanding pantai lain yang pernah aku kunjungi di jogja kalo musim liburan ya ramai tempat ini hehe cuma bayar parkir aja,pantai parangtritis udah gak asing sama nama pantai cuma baru pertama kali kesini pas bulan ramadhan ombaknya kecil dibanding pantai yang pernah aku kunjungi jogja kalo musim liburan ramai tempat hehe cuma bayar parkir aja,"['pantai', 'parangtritis', 'udah', 'gak', 'asing', 'sama', 'nama', 'pantai', 'cuma', 'baru', 'pertama', 'kali', 'kesini', 'pas', 'bulan', 'ramadhan', 'ombaknya', 'kecil', 'dibanding', 'pantai', 'yang', 'pernah', 'aku', 'kunjungi', 'jogja', 'kalo', 'musim', 'liburan', 'ramai', 'tempat', 'hehe', 'cuma', 'bayar', 'parkir', 'aja']",pantai parangtritis udah gak asing sama nama pantai cuma baru pertama kali kesini pas bulan ramadhan ombak kecil banding pantai yang pernah aku kunjung jogja kalo musim libur ramai tempat hehe cuma bayar parkir aja,"Parangtritis Beach is already familiar with the name of this beach only here is the first time here during the month of Ramadan the waves are small compared to other beaches that I have visited in Jogja if the holiday season is crowded, hehe just pay for parking",0.3182,positif,positif
Tue Jul 18 07:10:41 +0000 2023,Selasa (18/07/2023) Satlinmas Kota Yogyakarta melaksanakan Kesamaptaan untuk menjaga kemampuan fisik dan stamina anggota di Bukit Klangon Cangkringan Kab. Sleman. @ditpolpp_linmas https://t.co/9BSU9vpuao,https://pbs.twimg.com/media/F1TSSOVagAA4UHD.jpg,in,Komplek Balaikota Yogyakarta,PolppKotaJogja,selasa (18/07/2023) satlinmas kota yogyakarta melaksanakan kesamaptaan untuk menjaga kemampuan fisik dan stamina anggota di bukit klangon cangkringan kab. sleman. @ditpolpp_linmas https://t.co/9bsu9vpuao,selasa  satlinmas kota yogyakarta melaksanakan kesamaptaan untuk menjaga kemampuan fisik dan stamina anggota di bukit klangon cangkringan kab sleman linmas,bukit klangon,-7.576885,110.454845,dinpar diy 2023,selasa  satlinmas kota yogyakarta melaksanakan kesamaptaan untuk menjaga kemampuan fisik dan stamina anggota di bukit klangon cangkringan kab sleman linmas,selasa  satlinmas kota yogyakarta melaksanakan kesamaptaan menjaga kemampuan fisik stamina anggota bukit klangon cangkringan kab sleman linmas,"['selasa', 'satlinmas', 'kota', 'yogyakarta', 'melaksanakan', 'kesamaptaan', 'menjaga', 'kemampuan', 'fisik', 'stamina', 'anggota', 'bukit', 'klangon', 'cangkringan', 'kab', 'sleman', 'linmas']",selasa satlinmas kota yogyakarta laksana samapta jaga mampu fisik stamina anggota bukit klangon cangkring kab sleman linmas,"Tuesday Satlinmas Yogyakarta City carried out safety to maintain the physical abilities and stamina of members in Bukit Klangon Cangkringan, Sleman Linmas Regency",0.7184,positif,netral
Thu Dec 07 10:31:10 +0000 2023,Belasan Guguran Lava Kembali Terjadi di Gunung Merapi Sleman https://t.co/Yf4c825yXY #beritajogja #jogja #jogjaistimewa https://t.co/txylFk4Hid,https://pbs.twimg.com/media/GAvR8xebgAALol5.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,belasan guguran lava kembali terjadi di gunung merapi sleman https://t.co/yf4c825yxy #beritajogja #jogja #jogjaistimewa https://t.co/txylfk4hid,belasan guguran lava kembali terjadi di gunung merapi sleman,gunung merapi,-7.540716,110.445723,visit jogja,belasan guguran lava kembali terjadi di gunung merapi sleman,belasan guguran lava terjadi gunung merapi sleman,"['belasan', 'guguran', 'lava', 'terjadi', 'gunung', 'merapi', 'sleman']",bas gugur lava jadi gunung merapi sleman,Dozens of Lava Dosits re -occur on Mount Merapi Sleman,0,netral,netral
Fri Feb 17 04:09:08 +0000 2023,salah satu spot sunset yang menyajikan pemandangan indah di Jogja bagian Timur Embung Nglanggeran #embungnglanggeran #gunungkidul #wisatajogja #jogjahits https://t.co/JUnXBhjZJd,https://pbs.twimg.com/ext_tw_video_thumb/1626433454882848768/pu/img/lH65agBX-3n7-Q9W.jpg,in,"Kec. Kotagede, Kota Yogyakarta",DynamicoTour,salah satu spot sunset yang menyajikan pemandangan indah di jogja bagian timur embung nglanggeran #embungnglanggeran #gunungkidul #wisatajogja #jogjahits https://t.co/junxbhjzjd,salah satu spot sunset yang menyajikan pemandangan indah di jogja bagian timur embung nglanggeran,embung nglanggeran,-7.847131,110.546891,dinpar diy 2023,salah satu spot sunset yang menyajikan pemandangan indah di jogja bagian timur embung nglanggeran,salah satu spot sunset menyajikan pemandangan indah jogja bagian timur embung nglanggeran,"['salah', 'satu', 'spot', 'sunset', 'menyajikan', 'pemandangan', 'indah', 'jogja', 'bagian', 'timur', 'embung', 'nglanggeran']",salah satu spot sunset saji pandang indah jogja bagi timur embung nglanggeran,one of the sunset spots that presents a beautiful view in the eastern part of the Nglanggeran Embung Jogja,0.5994,positif,positif
Tue Apr 25 11:40:05 +0000 2023,orang kalo liburan panjang gini yg pada ke jogja pasti mayoritas ke malioboro apatau spesialnya. malah itu tempat yg harus gua hindarin itu malioboro wkwkw,,in,,wuudih,orang kalo liburan panjang gini yg pada ke jogja pasti mayoritas ke malioboro apatau spesialnya. malah itu tempat yg harus gua hindarin itu malioboro wkwkw,orang kalo liburan panjang gini yg pada ke jogja pasti mayoritas ke malioboro apatau spesialnya malah itu tempat yg harus gua hindarin itu malioboro wkwkw,malioboro,-7.792646,110.365871,dinpar diy 2023,orang kalo liburan panjang gini yang pada ke jogja pasti mayoritas ke malioboro apatau spesialnya malah itu tempat yang harus gua hindarin itu malioboro wkwkw,orang kalo liburan panjang gini pada jogja mayoritas malioboro apatau spesialnya malah tempat harus gua hindarin malioboro wkwkw,"['orang', 'kalo', 'liburan', 'panjang', 'gini', 'pada', 'jogja', 'mayoritas', 'malioboro', 'apatau', 'spesialnya', 'malah', 'tempat', 'harus', 'gua', 'hindarin', 'malioboro', 'wkwkw']",orang kalo libur panjang gin pada jogja mayoritas malioboro apatau spesial malah tempat harus gua hindarin malioboro wkwkw,"People if the long vacation is like this to Jogja, the majority of the majority to Malioboro or special, even the place I have to avoid Malioboro wkwkw",0.4588,positif,negatif
Mon May 01 22:41:17 +0000 2023,@DellaPerdana2 @ipiinza @gibran_tweet @humas_jogja Sampeyan pas nyekar po ? Arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,,in,,DANGERRADIATI0N,@dellaperdana2 @ipiinza @gibran_tweet @humas_jogja sampeyan pas nyekar po ? arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,tweet jogja sampeyan pas nyekar po  arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,kebun teh nglinggo,-7.646285,110.143819,dinpar diy 2023,tweet jogja sampeyan pas nyekar po  arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,tweet jogja sampeyan pas nyekar po  arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,"['tweet', 'jogja', 'sampeyan', 'pas', 'nyekar', 'po', 'arah', 'jln', 'paris', 'macet', 'arah', 'wonosari', 'macet', 'arah', 'prambanan', 'macet', 'breksi', 'akeh', 'pengunjung', 'nganti', 'kebun', 'teh', 'nglinggo', 'we', 'rame']",tweet jogja sampeyan pas nyekar po arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh unjung nganti kebun teh nglinggo we rame,Tweet Jogja Sampeyan Pas Nyekar Po in the direction of Jln Paris jammed in the direction of Wonosari traffic in the direction of Prambanan Breksi Akeh Akeh visitors to nganti tea nglingingo we were crowded,-0.5574,negatif,negatif
Sun Dec 24 13:33:51 +0000 2023,Buat yg mau nonton SO7 di Jogja nih rekomendasi hotel dekat Candi Prambanan Jogja Check out Bueno Colombo Hotel https://t.co/RBv9Aw1Dzf,,in,,Tikkafeb,buat yg mau nonton so7 di jogja nih rekomendasi hotel dekat candi prambanan jogja check out bueno colombo hotel https://t.co/rbv9aw1dzf,buat yg mau nonton so di jogja nih rekomendasi hotel dekat candi prambanan jogja check out bueno colombo hotel,candi prambanan,-7.752021,110.491467,visit jogja,buat yang mau nonton so di jogja nih rekomendasi hotel dekat candi prambanan jogja check out bueno colombo hotel,buat mau nonton so jogja nih rekomendasi hotel dekat candi prambanan jogja check out bueno colombo hotel,"['buat', 'mau', 'nonton', 'so', 'jogja', 'nih', 'rekomendasi', 'hotel', 'dekat', 'candi', 'prambanan', 'jogja', 'check', 'out', 'bueno', 'colombo', 'hotel']",buat mau nonton so jogja nih rekomendasi hotel dekat candi prambanan jogja check out bueno colombo hotel,"For those who want to watch so in Jogja, the hotel recommendations near Prambanan Jogja Temple Check Out Bueno Colombo Hotel",0.0772,positif,positif
Wed May 03 01:40:48 +0000 2023,Hari ini saya ajak bertamasya ke jogja tujuan kali ini ke Hutan Pinus Becici Seribu Batu Songgo Langit Pantai Parangtritis penutupnya di Malioboro. Nanti saya update kan info tempatnya kalau sudah sampai ya. https://t.co/iZb8qnPcRg,https://pbs.twimg.com/media/FvKt832aYAA-0QF.jpg,in,"Wonogiri, Indonesia",mashan_id,hari ini saya ajak bertamasya ke jogja tujuan kali ini ke hutan pinus becici seribu batu songgo langit pantai parangtritis penutupnya di malioboro. nanti saya update kan info tempatnya kalau sudah sampai ya. https://t.co/izb8qnpcrg,hari ini saya ajak bertamasya ke jogja tujuan kali ini ke hutan pinus becici seribu batu songgo langit pantai parangtritis penutupnya di malioboro nanti saya update kan info tempatnya kalau sudah sampai ya,seribu batu,-7.930856,110.430884,dinpar diy 2023,hari ini saya ajak bertamasya ke jogja tujuan kali ini ke hutan pinus becici seribu batu songgo langit pantai parangtritis penutupnya di malioboro nanti saya update kan info tempatnya kalau sudah sampai ya,hari saya ajak bertamasya jogja tujuan kali ke hutan pinus becici seribu batu songgo langit pantai parangtritis penutupnya malioboro saya update kan info tempatnya kalau sampai,"['hari', 'saya', 'ajak', 'bertamasya', 'jogja', 'tujuan', 'kali', 'ke', 'hutan', 'pinus', 'becici', 'seribu', 'batu', 'songgo', 'langit', 'pantai', 'parangtritis', 'penutupnya', 'malioboro', 'saya', 'update', 'kan', 'info', 'tempatnya', 'kalau', 'sampai']",hari saya ajak tamasya jogja tuju kali ke hutan pinus becici ribu batu songgo langit pantai parangtritis tutup malioboro saya update kan info tempat kalau sampai,Today I invited an excursion to Jogja this destination to the Becici Pine Forest Thousand Batu Songgo Parangtritis Beach in Malioboro later I updated the place of the place when it arrived yes yes,0.6597,positif,netral
Fri Mar 31 16:14:26 +0000 2023,Sisi lain Jogja... Bukan hanya soal Malioboro Merapi dan pantai kidul ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¯Ã‚Â¸Ã‚Â https://t.co/Lb5hJSwATM,https://pbs.twimg.com/media/Fsj5dNPaIAEii5E.jpg,in,"DKI Jakarta, Indonesia",priskila_issak,sisi lain jogja... bukan hanya soal malioboro merapi dan pantai kidul ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¯Ã‚Â¸Ã‚Â https://t.co/lb5hjswatm,sisi lain jogja bukan hanya soal malioboro merapi dan pantai kidul,malioboro,-7.792646,110.365871,dinpar diy 2023,sisi lain jogja bukan hanya soal malioboro merapi dan pantai kidul,sisi jogja bukan soal malioboro merapi pantai kidul,"['sisi', 'jogja', 'bukan', 'soal', 'malioboro', 'merapi', 'pantai', 'kidul']",sisi jogja bukan soal malioboro merapi pantai kidul,The other side of Jogja is not just a matter of Malioboro Merapi and Kidul Beach,-0.0191,netral,netral
Mon Jun 05 01:20:36 +0000 2023,@jokowi_myidol @WagimanDeep212_ Pemicu awalnya kan pembacokan anggota psht di pantai parangtritis bantul oleh oknum brajamusti pelaku pembacokan itu udh ditangkap terus kenapa masih harus geruduk ke jogja? Pdhl mereka datang dari luar kota.,,in,,bang_albert1,@jokowi_myidol @wagimandeep212_ pemicu awalnya kan pembacokan anggota psht di pantai parangtritis bantul oleh oknum brajamusti pelaku pembacokan itu udh ditangkap terus kenapa masih harus geruduk ke jogja? pdhl mereka datang dari luar kota.,myidol  pemicu awalnya kan pembacokan anggota psht di pantai parangtritis bantul oleh oknum brajamusti pelaku pembacokan itu udh ditangkap terus kenapa masih harus geruduk ke jogja pdhl mereka datang dari luar kota,pantai parangtritis,-8.024608,110.329804,visit jogja,myidol  pemicu awalnya kan pembacokan anggota psht di pantai parangtritis bantul oleh oknum brajamusti pelaku pembacokan itu sudah ditangkap terus kenapa masih harus geruduk ke jogja pdhl mereka datang dari luar kota,myidol  pemicu awalnya kan pembacokan anggota psht pantai parangtritis bantul oknum brajamusti pelaku pembacokan sudah ditangkap terus masih geruduk jogja pdhl datang luar kota,"['myidol', 'pemicu', 'awalnya', 'kan', 'pembacokan', 'anggota', 'psht', 'pantai', 'parangtritis', 'bantul', 'oknum', 'brajamusti', 'pelaku', 'pembacokan', 'sudah', 'ditangkap', 'terus', 'masih', 'geruduk', 'jogja', 'pdhl', 'datang', 'luar', 'kota']",myidol picu awal kan baco anggota psht pantai parangtritis bantul oknum brajamusti laku baco sudah tangkap terus masih geruduk jogja pdhl datang luar kota,Myidol Triggers initially the PSHT members at Parangtritis Bantul Beach by unscrupulous Brajamusti of the stabbing perpetrators had been arrested.,-0.6249,negatif,negatif
Thu Aug 31 12:10:03 +0000 2023,Pil Koplo di Pantai Parangtritis Dijual Rp30.000 BNNK Bantul: Kami Tangkap #beritajogja #jogja #jogjaistimewa https://t.co/sjaGhDnGNH https://t.co/HUbpImpDpN,https://pbs.twimg.com/media/F428x52asAA9DdX.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,pil koplo di pantai parangtritis dijual rp30.000 bnnk bantul: kami tangkap #beritajogja #jogja #jogjaistimewa https://t.co/sjaghdngnh https://t.co/hubpimpdpn,pil koplo di pantai parangtritis dijual rp bnnk bantul kami tangkap,pantai parangtritis,-8.024608,110.329804,visit jogja,pil koplo di pantai parangtritis dijual rp bnnk bantul kami tangkap,pil koplo pantai parangtritis dijual rp bnnk bantul tangkap,"['pil', 'koplo', 'pantai', 'parangtritis', 'dijual', 'rp', 'bnnk', 'bantul', 'tangkap']",pil koplo pantai parangtritis jual rp bnnk bantul tangkap,Koplo pills on Parangtritis Beach are sold for Rp.,0,netral,netral
Sat Aug 12 14:34:26 +0000 2023,10.00-22.00 WIB Gelar Budaya dan UMKM Terus Maju untuk Indonesia Maju Museum Wayang Kekayon Jl. Wonosari Km. 7 No. 277 Banguntapan Bantul 14.00 WIB-selesai Pawai Kemerdekaan dan Aksi Damai Suara Rakyat Korban Mafia Tanah Apartement Malioboro City Tugu Jogja - Titik Nol KM,,in,"Yogyakarta, Indonesia",PoldaJogja,10.00-22.00 wib gelar budaya dan umkm terus maju untuk indonesia maju museum wayang kekayon jl. wonosari km. 7 no. 277 banguntapan bantul 14.00 wib-selesai pawai kemerdekaan dan aksi damai suara rakyat korban mafia tanah apartement malioboro city tugu jogja - titik nol km,wib gelar budaya dan umkm terus maju untuk indonesia maju museum wayang kekayon jl wonosari km  no  banguntapan bantul  wibselesai pawai kemerdekaan dan aksi damai suara rakyat korban mafia tanah apartement malioboro city tugu jogja  titik nol km,malioboro,-7.792646,110.365871,dinpar diy 2023,wib gelar budaya dan umkm terus maju untuk indonesia maju museum wayang kekayon jl wonosari km  no  banguntapan bantul  wibselesai pawai kemerdekaan dan aksi damai suara rakyat korban mafia tanah apartement malioboro city tugu jogja  titik nol km,wib gelar budaya umkm terus maju indonesia maju museum wayang kekayon jl wonosari km  no  banguntapan bantul  wibselesai pawai kemerdekaan aksi damai suara rakyat korban mafia tanah apartement malioboro city tugu jogja  titik nol km,"['wib', 'gelar', 'budaya', 'umkm', 'terus', 'maju', 'indonesia', 'maju', 'museum', 'wayang', 'kekayon', 'jl', 'wonosari', 'km', 'no', 'banguntapan', 'bantul', 'wibselesai', 'pawai', 'kemerdekaan', 'aksi', 'damai', 'suara', 'rakyat', 'korban', 'mafia', 'tanah', 'apartement', 'malioboro', 'city', 'tugu', 'jogja', 'titik', 'nol', 'km']",wib gelar budaya umkm terus maju indonesia maju museum wayang kekayon jl wonosari km no banguntapan bantul wibselesai pawai merdeka aksi damai suara rakyat korban mafia tanah apartement malioboro city tugu jogja titik nol km,WIB cultural degree and UMKM continues to advance for Indonesia Forward the Wayang Kemayon Museum Jl Wonosari Km No Banguntapan Bantul Wibseli finished the independence parade and peaceful action of people victims of the Mafia Land Mafia Malioboro City Tugu Jogja Titik Zero KM KM KM,-0.0772,negatif,netral
Sat Mar 11 08:26:43 +0000 2023,Gunung Merapi #gunung #jogja https://t.co/tgOcPnCo2T,https://pbs.twimg.com/ext_tw_video_thumb/1634470830569820160/pu/img/qc5zA77WA-TjcNIY.jpg,in,"Jombang, Indonesia",utamigoatmilk,gunung merapi #gunung #jogja https://t.co/tgocpnco2t,gunung merapi,gunung merapi,-7.540716,110.445723,visit jogja,gunung merapi,gunung merapi,"['gunung', 'merapi']",gunung merapi,Mount Merapi,0,netral,netral
Sun Mar 12 08:59:03 +0000 2023,Objek Wisata Taman Nasional Gunung Merapi Ditutup Sementara https://t.co/7gFF0RhYom,,in,"Yogyakarta, Indonesia",IDNTimesJogja,objek wisata taman nasional gunung merapi ditutup sementara https://t.co/7gff0rhyom,objek wisata taman nasional gunung merapi ditutup sementara,gunung merapi,-7.540716,110.445723,visit jogja,objek wisata taman nasional gunung merapi ditutup sementara,objek wisata taman nasional gunung merapi ditutup,"['objek', 'wisata', 'taman', 'nasional', 'gunung', 'merapi', 'ditutup']",objek wisata taman nasional gunung merapi tutup,Tourism Object of Mount Merapi National Park is temporarily closed,0,netral,netral
Fri Apr 28 09:46:36 +0000 2023,Bukit Pengilon Gunungkidul DIY. Cc @deddy_pmg #jogja #explorejogja #wisatajogja #bukitpengilon #yogyakarta #exploreyogyakarta #wisatayogyakarta #gunungkidul #exploregunungkidul #wisatagunungkidul #fyp #fypÃƒÂ£Ã¢â‚¬Å¡Ã‚Â· https://t.co/q541vWppTg,https://pbs.twimg.com/ext_tw_video_thumb/1651885554135601154/pu/img/03XnJ1Yw2R8lIHRo.jpg,in,"Yogyakarta, Indonesia",area_diy,bukit pengilon gunungkidul diy. cc @deddy_pmg #jogja #explorejogja #wisatajogja #bukitpengilon #yogyakarta #exploreyogyakarta #wisatayogyakarta #gunungkidul #exploregunungkidul #wisatagunungkidul #fyp #fypÃƒÂ£Ã¢â‚¬Å¡Ã‚Â· https://t.co/q541vwpptg,bukit pengilon gunungkidul diy cc pmg,bukit pengilon,-8.185862,110.691577,visit jogja,bukit pengilon gunungkidul diy cc pmg,bukit pengilon gunungkidul diy cc pmg,"['bukit', 'pengilon', 'gunungkidul', 'diy', 'cc', 'pmg']",bukit pengilon gunungkidul diy cc pmg,Bukit Pengilon Gunungkidul DIY CC PMG,0,netral,netral
Sun Jul 23 04:34:04 +0000 2023,Taman Sari Yogyakarta: Lokasi HTM Daya Tarik Terbaru: Taman sari Yogyakarta menjadi salah satu tempat wisata favorit wisatawan domestik dan internasional ketika datang ke Jogja. Sejarah dan arsitektur menjadi beberapa daya tarik yang ada di Taman Sari. https://t.co/8PCxhoSuO1 https://t.co/vZAwmbFRIU,https://pbs.twimg.com/media/F1seaQuacAESQka.jpg,in,"Yogyakarta, Indonesia",yogjocom,taman sari yogyakarta: lokasi htm daya tarik terbaru: taman sari yogyakarta menjadi salah satu tempat wisata favorit wisatawan domestik dan internasional ketika datang ke jogja. sejarah dan arsitektur menjadi beberapa daya tarik yang ada di taman sari. https://t.co/8pcxhosuo1 https://t.co/vzawmbfriu,taman sari yogyakarta lokasi htm daya tarik terbaru taman sari yogyakarta menjadi salah satu tempat wisata favorit wisatawan domestik dan internasional ketika datang ke jogja sejarah dan arsitektur menjadi beberapa daya tarik yang ada di taman sari,taman sari,-7.809979,110.358991,visit jogja,taman sari yogyakarta lokasi htm daya tarik terbaru taman sari yogyakarta menjadi salah satu tempat wisata favorit wisatawan domestik dan internasional ketika datang ke jogja sejarah dan arsitektur menjadi beberapa daya tarik yang ada di taman sari,taman sari yogyakarta lokasi htm daya tarik terbaru taman sari yogyakarta menjadi salah satu tempat wisata favorit wisatawan domestik internasional datang jogja sejarah arsitektur menjadi beberapa daya tarik ada taman sari,"['taman', 'sari', 'yogyakarta', 'lokasi', 'htm', 'daya', 'tarik', 'terbaru', 'taman', 'sari', 'yogyakarta', 'menjadi', 'salah', 'satu', 'tempat', 'wisata', 'favorit', 'wisatawan', 'domestik', 'internasional', 'datang', 'jogja', 'sejarah', 'arsitektur', 'menjadi', 'beberapa', 'daya', 'tarik', 'ada', 'taman', 'sari']",taman sari yogyakarta lokasi htm daya tarik baru taman sari yogyakarta jadi salah satu tempat wisata favorit wisatawan domestik internasional datang jogja sejarah arsitektur jadi beberapa daya tarik ada taman sari,TAMAN SARI YOGYAKARTA LOCATION LOCATION The latest attraction of Taman Sari Yogyakarta has become one of the favorite tourist attractions of domestic and international tourists when it comes to Jogja History and Architecture becomes several attractions in Taman Sari,0.891,positif,positif
Fri Apr 07 06:44:13 +0000 2023,Waduk Sermo hingga HeHa Ocean View 5 Tempat Wisata di Jogja Buat Libur Lebaran https://t.co/pMCvBkzY1u via @TribunTravel,,in,"Jakarta, Indonesia",TRIBUNTravel,waduk sermo hingga heha ocean view 5 tempat wisata di jogja buat libur lebaran https://t.co/pmcvbkzy1u via @tribuntravel,waduk sermo hingga heha ocean view  tempat wisata di jogja buat libur lebaran  via,waduk sermo,-7.822714,110.108505,dinpar diy 2023,waduk sermo hingga heha ocean view  tempat wisata di jogja buat libur lebaran  via,waduk sermo hingga heha ocean view  tempat wisata jogja buat libur lebaran  via,"['waduk', 'sermo', 'hingga', 'heha', 'ocean', 'view', 'tempat', 'wisata', 'jogja', 'buat', 'libur', 'lebaran', 'via']",waduk sermo hingga heha ocean view tempat wisata jogja buat libur lebaran via,Sermo Reservoir to Heha Ocean View Tourist Attractions in Jogja for Eid holidays via,0.6597,positif,positif
